"No";"Tanggal";"No_account";"Deskripsi acc";"No_bukti";"Uraian";"Debet";"Kredit";"Kontra_acc";"Deskripsi kontra"
"44";"2019-02-13";"112.35.111";"bank bca r/k.77";"010/00085/BCAUM-02/19";"Pindah buku dr BCA VA Koper ke BCA umum";"450000000.00";"0.00";"112.36.112";"bank bca va koper"
"45";"2019-02-13";"112.35.111";"bank bca r/k.77";"011/00086/BCAUM-02/19";"Pindah buku dr BCA VA MW ke BCA umum";"450000000.00";"0.00";"112.36.114";"bank bca va mw"
"46";"2019-02-13";"112.35.111";"bank bca r/k.77";"012/00087/BCAUM-02/19";"Pindah buku dr BCA VA Ciateul ke BCA umum";"130000000.00";"0.00";"112.36.111";"bank bca va ciateul"
"47";"2019-02-13";"112.35.111";"bank bca r/k.77";"013/00088/BCAUM-02/19";"Pindah buku dr BCA VA TKI ke BCA umum";"100000000.00";"0.00";"112.36.113";"bank bca va tki"
"48";"2019-02-13";"112.35.111";"bank bca r/k.77";"014A/00137/BCAUM-02/19";"1 unit Komputer utk back up server UNBK SMP/SMA Mekar (rincian terlampir)";"0.00";"9550000.00";"123.14.111";"inventaris m.wangi"
"49";"2019-02-13";"112.35.111";"bank bca r/k.77";"014B/00137/BCAUM-02/19";"Harddisk seagate ITB 3,5 "" utk TU TK Ciateul ";"0.00";"700000.00";"631.11.111";"Pemel. inventaris tk ciateul"
"50";"2019-02-13";"112.35.111";"bank bca r/k.77";"014C/00137/BCAUM-02/19";"Keyboard & mouse Genius KB 125 3 pcs @Rp. 145.000 (dibagi 2  utk perpustakaan SMP/SMA Mekar )";"0.00";"217500.00";"631.16.111";"Pemel. inventaris smp ctl"
"51";"2019-02-13";"112.35.111";"bank bca r/k.77";"014D/00137/BCAUM-02/19";"Keyboard & mouse Genius KB 125 3 pcs @Rp. 145.000 (dibagi 2  utk perpustakaan SMP/SMA Mekar )";"0.00";"217500.00";"631.18.111";"Pemel. inventaris sma"
"52";"2019-02-13";"112.35.111";"bank bca r/k.77";"014E/00137/BCAUM-02/19";"1 unit Komputer utk TU Adm SD TKI";"0.00";"6700000.00";"123.15.111";"inventaris tki ii"
"53";"2019-02-13";"112.35.111";"bank bca r/k.77";"014F/00137/BCAUM-02/19";"1bh Printer Epson L310 utk R. KepSek SMP Mekar";"0.00";"1750000.00";"123.14.111";"inventaris m.wangi"
"54";"2019-02-13";"112.35.111";"bank bca r/k.77";"015/00138/BCAUM-02/19";"(Usaha Dana) DP Cetak buku tulis SKKKB t.p. 2019-2020";"0.00";"20000000.00";"219.21.111";"hutang lain2"
"55";"2019-02-13";"112.35.111";"bank bca r/k.77";"016/00139/BCAUM-02/19";"Honor ekstrakurikuler piano siswa TK TKI Semester II t.p. 2018-2019 : 8 siswa @Rp. 600.000 (honor dibayar sekaligus di awal semester) ";"0.00";"4800000.00";"626.13.111";"Biaya adm. tk tki"
"56";"2019-02-13";"112.35.111";"bank bca r/k.77";"017A/00140/BCAUM-02/19";"Bantuan UP dari Uang Sumb. PSB SD Koper utk Jhosua 0686420183002132";"0.00";"1500000.00";"407.12.111";"UP bayar dimuka sd koper"
"57";"2019-02-13";"112.35.111";"bank bca r/k.77";"017B/00140/BCAUM-02/19";"Bantuan UP dari Uang Sumb. PSB SD Koper utk Jeremia Alphian Rivando 0686420183002103";"0.00";"1000000.00";"407.12.111";"UP bayar dimuka sd koper"
"58";"2019-02-13";"112.35.111";"bank bca r/k.77";"017C/00140/BCAUM-02/19";"Bantuan UP dari Uang Sumb. PSB SD Koper utk Angel Joyce Phen 0686420183002130";"0.00";"1500000.00";"407.12.111";"UP bayar dimuka sd koper"
"59";"2019-02-13";"112.35.111";"bank bca r/k.77";"017D/00140/BCAUM-02/19";"Bantuan UP dari Uang Sumb. PSB SD Koper utk Queenby Ruttresia 0686420183002143";"0.00";"1500000.00";"407.12.111";"UP bayar dimuka sd koper"
"60";"2019-02-13";"112.35.111";"bank bca r/k.77";"017E/00140/BCAUM-02/19";"Bantuan UP dari Uang Sumb. PSB SD Koper utk Efraim Natalius Waoma 0686420183002140";"0.00";"1000000.00";"407.12.111";"UP bayar dimuka sd koper"
"61";"2019-02-13";"112.35.111";"bank bca r/k.77";"017F/00140/BCAUM-02/19";"Bantuan UP dari Uang Sumb. PSB SD Koper utk Wavi Sitanggang 0686420183002118";"0.00";"1500000.00";"407.12.111";"UP bayar dimuka sd koper"
"62";"2019-02-13";"112.35.111";"bank bca r/k.77";"017G/00140/BCAUM-02/19";"Bantuan UP dari Uang Sumb. PSB SD Koper utk Calista Victoria 0686420183002153";"0.00";"1250000.00";"407.12.111";"UP bayar dimuka sd koper"
"63";"2019-02-13";"626.18.111";"Biaya adm sma";"001/KA801122/SMA-02/19";"Biaya fc soal"" ( 31.855 x 200 )";"6371000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"64";"2019-02-13";"626.18.111";"Biaya adm sma";"002/KA801122/SMA-02/19";"Pembelian buku"" perpustakaan";"885200.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"65";"2019-02-13";"626.18.111";"Biaya adm sma";"003/KA801122/SMA-02/19";"Pembelian bahan"" praktikum";"722600.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"66";"2019-02-13";"626.18.111";"Biaya adm sma";"004/KA801123/SMA-02/19";"Kok badminton untuk ekskul";"250000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"67";"2019-02-13";"626.18.111";"Biaya adm sma";"005/KA801124/SMA-02/19";"Konsumsi operator & teknisi Simulasi UNBK SMA TA.1819 tgl 07-08 Februari 2019";"99000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"68";"2019-02-13";"624.11.116";"Sumbangan sma";"006/KK81115/SMA-02/19";"Banner ucapan belasungkawa u/ kel. Yohanes Farlan";"160000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"69";"2019-02-13";"624.11.111";"Iuran,sampah & dinas sma";"007/KK81115/SMA-02/19";"Koran KOMPAS & PIKIRAN RAKYAT periode Januari 2019 + By kirim";"160000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"70";"2019-02-13";"624.11.117";"Alat tulis sma";"008/KK81116/SMA-02/19";"Kertas A4 ( 4 rim x @39.500 )";"158000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"71";"2019-02-13";"624.11.117";"Alat tulis sma";"009/KK81116/SMA-02/19";"Kertas F4 (18 rim x @42.000)";"756000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"72";"2019-02-13";"631.18.111";"Pemel. inventaris sma";"010/KK81116/SMA-02/19";"Bahan untuk perbaikan lemari TU SMA";"63000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"73";"2019-02-13";"713.18.111";"Biaya pemel. bangunan sma";"011/KK81116/SMA-02/19";"Kawat untuk ruang dance lantai 4";"20000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"74";"2019-02-13";"624.11.117";"Alat tulis sma";"012/KK81116/SMA-02/19";"Biaya jilid file"" keuangan";"470000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"75";"2019-02-13";"851.18.111";"Perjln dinas sma";"013/KK81117/SMA-02/19";"Biaya transport seminar Guru oleh BINUS di Hotel Marriot, 30 Januari 2019 (Bp. Yosef)";"25000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"76";"2019-02-13";"624.11.117";"Alat tulis sma";"014/KK81117/SMA-02/19";"Materai 2 buah @6.000 untuk keperluan DNT UNBK";"12000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"77";"2019-02-13";"624.11.117";"Alat tulis sma";"015/KK81117/SMA-02/19";"Refill Monochrome Brother untuk bag. kurikulum";"120000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"78";"2019-02-13";"851.18.111";"Perjln dinas sma";"016/KK81118/SMA-02/19";"By workshop penyusunan soal USBN oleh Forum MGMP SMA kota Bandung (Ib.Wulandari)";"50000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"79";"2019-02-13";"681.18.111";"Kebaktian/rapat/seminar sma";"017/KK81119/SMA-02/19";"Biaya workshop penyusunan soal USBN PPKN";"150000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"80";"2019-02-13";"851.18.111";"Perjln dinas sma";"018/KK81119/SMA-02/19";"Biaya transport penugasan pelatihan (Bp. Ade)";"100000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"81";"2019-02-13";"681.18.111";"Kebaktian/rapat/seminar sma";"019/KK81119/SMA-02/19";"Biaya workshop penyusunan soal USBN Ekonomi";"150000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"82";"2019-02-13";"851.18.111";"Perjln dinas sma";"020/KK81119/SMA-02/19";"Biaya transport penugasan pelatihan (Ib. Taruli)";"100000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"83";"2019-02-13";"681.18.111";"Kebaktian/rapat/seminar sma";"021/KK81120/SMA-02/19";"Biaya workshop penyusunan soal USBN Matematika";"150000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"84";"2019-02-13";"851.18.111";"Perjln dinas sma";"022/KK81120/SMA-02/19";"Biaya transport penugasan pelatihan (Bp. Budi H)";"100000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"85";"2019-02-13";"681.18.111";"Kebaktian/rapat/seminar sma";"023/KK81120/SMA-02/19";"Biaya workshop penyusunan soal USBN Biologi";"150000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"86";"2019-02-13";"851.18.111";"Perjln dinas sma";"024/KK81120/SMA-02/19";"Biaya transport penugasan pelatihan (Ib. Greselita)";"100000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"87";"2019-02-13";"624.11.112";"Air,gas&,konsumsi sma";"025/KK81121/SMA-02/19";"Konsumsi karyawan periode Februari 2019";"50000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"88";"2019-02-13";"624.11.111";"Iuran,sampah & dinas sma";"026/KK81121/SMA-02/19";"Iuran sampah periode Februari 2019";"250000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"89";"2019-02-13";"624.11.117";"Alat tulis sma";"027/KK81121/SMA-02/19";"Refill Monochrome Brother untuk bag. kurikulum";"120000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"90";"2019-02-13";"624.11.111";"Iuran,sampah & dinas sma";"028/KK81122/SMA-02/19";"Monitoring dan Penilaian PKKS SMA oleh Ib. Dra. Eka K. M.Pd Kamis 07 Februari 2019";"250000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"91";"2019-02-13";"624.11.111";"Iuran,sampah & dinas sma";"029/KK81123/SMA-02/19";"Snack untuk monitoring dan Penilaian PKKS SMA oleh Ib. Dra. Eka K M.Pd";"141000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"92";"2019-02-13";"713.18.111";"Biaya pemel. bangunan sma";"030/KK81123/SMA-02/19";"Besi untuk pelindung bola lapangan basket";"25000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"93";"2019-02-13";"713.18.111";"Biaya pemel. bangunan sma";"031/KK81124/SMA-02/19";"Karbol dan pembersih lantai";"100000.00";"0.00";"111.28.111";"kas kecil sma mekar wangi"
"94";"2019-02-14";"112.28.111";"bdi a/n. ykki";"021/00629/BDIUM-02/19";"sewa kantin MW Ho Liliana (Juli'18 s/d Juni'19)";"1100000.00";"0.00";"521.13.111";"Sewa kantin mekar wangi"
"95";"2019-02-15";"112.35.111";"bank bca r/k.77";"018/00141/BCAUM-02/19";"Printed Circuit Assy, PCB AC utk perbaikan AC TK Koper";"0.00";"905300.00";"631.12.111";"Pemel. inventaris tk koper"
"96";"2019-02-18";"112.28.111";"bdi a/n. ykki";"022/00630/BDIUM-02/19";"Storan uang jemputan";"1000000.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"97";"2019-02-18";"112.28.111";"bdi a/n. ykki";"023/00631/BDIUM-02/19";"Storan uang listrik vending machine MW (Feb-Mar'19)";"500000.00";"0.00";"871.16.111";"Biaya listrik smp ciateul"
"98";"2019-02-18";"112.28.111";"bdi a/n. ykki";"024/00632/BDIUM-02/19";"Storan uang listrik vending machine Koper (Feb-Mar'19)";"500000.00";"0.00";"871.15.111";"Biaya listrik sd koper"
"99";"2019-02-18";"112.28.111";"bdi a/n. ykki";"025/00633/BDIUM-02/19";"Profit Sharing Vending machine MW Jan'19";"345500.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"100";"2019-02-18";"112.28.111";"bdi a/n. ykki";"026/00634/BDIUM-02/19";"Profit Sharing Vending machine Koper Jan'19";"334900.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"101";"2019-02-19";"112.34.111";"bank mandiri";"002A/01796/MAND-02/19";" LISTRIK TK/SD TKI FEB 2019";"0.00";"1159838.00";"871.15.112";"Biaya listrik sd tki"
"102";"2019-02-19";"112.34.111";"bank mandiri";"002B/01796/MAND-02/19";" LISTRIK TK KOPER FEB 2019";"0.00";"2059019.00";"871.12.111";"Biaya listrik tk koper"
"103";"2019-02-19";"112.34.111";"bank mandiri";"002C/01796/MAND-02/19";" ADM BANK MAND FEB 19 @RP.3500 X 5";"0.00";"17500.00";"541.11.111";"Bunga bank"
"104";"2019-02-20";"112.28.111";"bdi a/n. ykki";"027/02881/BDIUM-02/19";"Konstruksi Dalam Pelaksanaan SD TKI (reimburstmen kas proyek 5Des'18 s/d 13Feb'19)";"0.00";"24765000.00";"118.54.111";"u.m kontruksi dlm pembang. tki"
"105";"2019-02-20";"112.28.111";"bdi a/n. ykki";"028/00635/BDIUM-02/19";"Storan Usaha Dana MW (kantin)";"5748500.00";"0.00";"219.21.111";"hutang lain2"
"106";"2019-02-20";"112.28.111";"bdi a/n. ykki";"029A/02883/BDIUM-02/19";"(Usaha Dana) Buku Cetak Tematik Kelas III SD KOPER t. p. 2018-2019";"0.00";"3904215.00";"219.21.111";"hutang lain2"
"107";"2019-02-20";"112.28.111";"bdi a/n. ykki";"029B/02883/BDIUM-02/19";"Bi. Fee fund transfer";"0.00";"3000.00";"541.11.111";"Bunga bank"
"108";"2019-02-20";"112.35.111";"bank bca r/k.77";"019/00142/BCAUM-02/19";"Pengembalian VA a.n Livia Nastasia Sipayung dr TK Koper ke SD Koper";"0.00";"575000.00";"118.11.112";"piutang spp tk koper"
"109";"2019-02-20";"112.35.111";"bank bca r/k.77";"020/00089/BCAUM-02/19";"Sewa lapangan Basket Mekar tgl 20 Feb'19 (pk.18.00 s/d 22.00 WIB)";"600000.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"110";"2019-02-21";"112.28.111";"bdi a/n. ykki";"030/00636/BDIUM-02/19";"pelajaran tambahan SMP MW";"1775000.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"111";"2019-02-21";"112.28.111";"bdi a/n. ykki";"031/00637/BDIUM-02/19";"Sisa study tour kls 7-8 SMP MW TP.18-19 (dipungut tunai dr siswa)";"188000.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"112";"2019-02-21";"112.28.111";"bdi a/n. ykki";"032/00638/BDIUM-02/19";"KLEBIHAN HONOR ESKUL SD KOPER JAN'19";"200000.00";"0.00";"620.11.111";"Gaji pegawai gabungan"
"113";"2019-02-21";"112.28.111";"bdi a/n. ykki";"033/00639/BDIUM-02/19";"Pelajaran tambahan SMP Koper";"3460000.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"114";"2019-02-21";"112.28.111";"bdi a/n. ykki";"033A/02882/BDIUM-02/19";"Reimburstment pengeluaran kas TK Koper 24 Jan s/d 14 Feb'19 (cek No. 510433)";"0.00";"10497100.00";"111.22.111";"kas kecil tk koper"
"115";"2019-02-21";"626.12.111";"Biaya adm tk koper";"001/KA22436/TK2-02/19";"Tahu, maizena, minyak wijen u/konsumsi siswa + parkir 2.000";"293300.00";"0.00";"111.22.111";"kas kecil tk koper"
"116";"2019-02-21";"626.12.111";"Biaya adm tk koper";"002/KA22436/TK2-02/19";"100 lbr F/C pengumuman acara Culture Fest.";"25000.00";"0.00";"111.22.111";"kas kecil tk koper"
"117";"2019-02-21";"626.12.111";"Biaya adm tk koper";"003/KA22437/TK2-02/19";"2 sanca coin, jelly jeruk, kwaci putih, permen hamoi u/konsumsi Culture Fest.";"178600.00";"0.00";"111.22.111";"kas kecil tk koper"
"118";"2019-02-21";"626.12.111";"Biaya adm tk koper";"004/KA22437/TK2-02/19";"1 ball susu 1 kg & 1 ball mari wijen u/konsumsi Culture Fest.";"150000.00";"0.00";"111.22.111";"kas kecil tk koper"
"119";"2019-02-21";"626.12.111";"Biaya adm tk koper";"005/KA22438/TK2-02/19";"4 lampion panjang + 2 lampu u/dekorasi Culture Fest";"240000.00";"0.00";"111.22.111";"kas kecil tk koper"
"120";"2019-02-21";"626.12.111";"Biaya adm tk koper";"006/KA22438/TK2-02/19";"3 rumbai + 1 rol pilin mas + 10 rol pita merah mas + pita kain u/dekor Culture Fest.";"197500.00";"0.00";"111.22.111";"kas kecil tk koper"
"121";"2019-02-21";"626.12.111";"Biaya adm tk koper";"007/KA22438/TK2-02/19";"Tali + pita + peniti u/dekorasi Culture Fest.";"56000.00";"0.00";"111.22.111";"kas kecil tk koper"
"122";"2019-02-21";"626.12.111";"Biaya adm tk koper";"008/KA22439/TK2-02/19";"1 rim HVS 80 gr A4 w/red u/perlengkapan Culture Fest.";"95000.00";"0.00";"111.22.111";"kas kecil tk koper"
"123";"2019-02-21";"626.12.111";"Biaya adm tk koper";"009/KA22439/TK2-02/19";"8 pak kertas krep merah u/perlengkapan Culture Fest.";"248000.00";"0.00";"111.22.111";"kas kecil tk koper"
"124";"2019-02-21";"626.12.111";"Biaya adm tk koper";"010/KA22439/TK2-02/19";"20 lbr kertas krep u/prakarya TK A";"50000.00";"0.00";"111.22.111";"kas kecil tk koper"
"125";"2019-02-21";"626.12.111";"Biaya adm tk koper";"011/KA22440/TK2-02/19";"2 kaleng pilox u/dekorasi acara imlek";"50000.00";"0.00";"111.22.111";"kas kecil tk koper"
